url,place,time,description,sources,id,place.name,place.org.type,place.org.dirName,place.org.events,place.org.id,place.org.places,place.org.kind,place.org.parent,place.place,place.org,place.place.id,place.place.events,place.place.locations,place.place.elevation,place.place.dirName,place.org.parent.type,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.places,place.org.parent.kind,place.org.parent.parent.type,place.org.parent.parent.dirName,place.org.parent.parent.events,place.org.parent.parent.id,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.parent.parent.type,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.events,place.org.parent.parent.parent.id,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent.parent.parent,place.org.parent.parent
https://rr0.org/time/1/9/7/7/02/index.html#1977-02,Saint Marcellin (Isère),,,"","",,,1977-02,"en , un témoin observe durant 3 mn environ un phénomène lumineux aux jumelles. Il décrit une forme circulaire en 2 parties : brillante et jaune pour la partie supérieure et avec une flamme rouge vif sur la partie inférieure. Le phénomène semble ensuite pivoter sur lui-même pour prendre une forme ovale sans que les couleurs ne changent d'intensité. Le témoin retournera à ses occupations avant que le phénomène disparaisse.",""""",,s1,""GEPAN"",,,""""",1977-02
https://rr0.org/time/1/9/7/7/02/index.html,,1977-02,L'UFO Investigator du NICAP publie un fac-similé sur formulaire de témoignage d'observation d'ovni de Jimmy Carter.,"",1977-02
