caseNumber,url,sightingPlace,city,dateTime,dateTimeRefinement,classification
193,https://www.fufora.fi/ufodata.php?u=193&p=1&sid=,Parkano,,1977-02-01,klo 18-20.00 helmikuu 1977,4VAP4Y4
