url,title,basicInfo
https://ufologie.patrickgross.org/ce3/1977-spain-leridaf.htm,"FÉVRIER 1977, LERIDA, LERIDA, ESPAGNE, UNE PERSONNE",1977-02,Lerida,Espagne,Lerida,Quelqu'un
https://ufologie.patrickgross.org/ce3/1977-poland-jordanowf.htm,"FÉVRIER 1977, JORDANOW, COMTÉ DE SUCHA, POLOGNE, UNE PERSONNE",1977-02,Jordanow,Pologne,Comté de Sucha,Wiktoria Lesniakiewicz
