description,events,eventType,id,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.type,sources,time,type,url,place
"en le dimanche 21 décembre 1692 (Calendrier de la date à vérifier) En Nouvelle Angleterre, observation de 5 ou 7 boules de feu qui se déplaçaient et s'entremêlaient les unes avec les autres, de sorte qu'il ne pouvait le dire ; elles firent une grande lumière, mais ne firent pas de flux.","",sighting,1692-12$,,"""""""Green, 1885 < Silverman, Sam"""""","""",s1,"""",,""Auroral Annotations""",1692-12,event,https://rr0.org/time/1/6/9/2/index.html#1692-12
