description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.org._parent,place.org.events,place.org.id,place.org.kind,place.org.places,place.org.type,place.org._parent._parent._parent._parent,place.org._parent._parent._parent.events,place.org._parent._parent._parent.id,place.org._parent._parent._parent.kind,place.org._parent._parent._parent.places,place.org._parent._parent._parent.type,place.org._parent._parent.events,place.org._parent._parent.id,place.org._parent._parent.kind,place.org._parent._parent.places,place.org._parent._parent.type,place.org._parent.events,place.org._parent.id,place.org._parent.kind,place.org._parent.places,place.org._parent.type,place.org._parent._parent,place.org._parent._parent._parent
"le à en 23 19 témoins indépendants et répartis sur 9 sites de plusieurs départements du sud-ouest (région toulousaine) observent une lumière intense qui devient bleutée avec une traînée et qui disparaît 10 secondes environ. Plusieurs enquêtes sont menées par les brigades de gendarmerie qui ne trouvent rien sur les emplacements présumés d'une chute d'objet. Ce phénomène d'une grande ampleur est vu de plusieurs lieux relativement éloignés dans les départements de l'Tarn-et-Garonne, Haute GaronneLot-et-Garonne et Puy-de-Dôme. (Il s'agit vraisemblablement d'une rentrée atmosphérique de grande ampleur).","",sighting,1989-02-06T23:15$department$12,,,"",,"44.52027777777778,2.7625",,"",fr,country,"",org,"",occ,region,",,"""",,""43.64888888888889,2.343611111111111""",org,"",12,department,",,"""",,""44.52027777777778,2.7625""",org,"""SEPRA"","""",s1,"""",,,PAN classé B,"""","""",s2,"""",,298,,"""","""",s3,"""",,299,",1989-02-06T23:15,event,https://rr0.org/time/1/9/8/9/02/index.html#1989-02-06T23:15
"le en soirée, 1 témoin observe pendant quelques s une dizaine de points lumineux se déplaçant très rapidement au dessus duJura (Il s'agit vraisemblablement d'une rentrée atmosphérique, peut-être liée à celle observée le même jour dans le sud-ouest).","",sighting,1989-02-07$Douvaine (Haute Savoie),,,"",,"",Douvaine (Haute Savoie),"""SEPRA"","""",s4,"""",,,PAN classé B",1989-02-07,event,https://rr0.org/time/1/9/8/9/02/index.html#1989-02-07
