description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type
2 À merveilleux signes effrayants dans les cieux (Peut-être une aurore boréale).,"",sighting,1579-08$Cologne,,,"",,"",Cologne,"",place,"""""""Hellman, 1921, pp. 18, 76 < Silverman, Sam"""""","""",s1,"""",,""Auroral Annotations""",1579-08,event,https://rr0.org/time/1/5/7/9/index.html#1579-08
"14 À , feu brûlant dans le ciel (Probablement une aurore boréale).","",sighting,1579-10$Danzig,,,"",,"",Danzig,"",place,"""""""Hellman, 1921, pp. 18, 77 < Silverman, Sam"""""","""",s2,"""",,""Auroral Annotations""",1579-10,event,https://rr0.org/time/1/5/7/9/index.html#1579-10
