description,events,eventType,id,place,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type,sources,time,type,url
"Des Chinois observent la supernova qui donnera naissance à la nébuleuse du Crabe, dans la constellation du Taureau.","",sighting,1054$,,"",1054,event,https://rr0.org/time/1/0/5/4/index.html
