description,events,eventType,id,place.dirName,place.elevation,place.events,place.id,place.locations,place.sources,place.type,sources,time,type,url,place.name,place
"A , observation de 2 soleils dans le ciel.","",sighting,1139$NiceFrance,,,"",,"",Nice (France),"",place,""""","""",s1,"""",,Archives de Nice < ""Nizza - Gli Srani 'Segni Celesti' dell' Agosto 1608""",1139,event,https://rr0.org/time/1/1/3/9/index.html
