description,events,id,place,sources,time,type,url,place.name,place.org,place.place.dirName,place.place.elevation,place.place.events,place.place.id,place.place.locations,place.org.dirName,place.org.events,place.org.id,place.org.kind,place.org.parent,place.org.places,place.org.type,place.place,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.kind,place.org.parent.parent.dirName,place.org.parent.parent.events,place.org.parent.parent.id,place.org.parent.parent.kind,place.org.parent.parent.parent,place.org.parent.parent.places,place.org.parent.parent.type,place.org.parent.places,place.org.parent.type,place.org.parent.parent
"(ou -91) Près de Spolète, un globe de feu de couleur dorée dévala sur terre, se mit à tourner... puis devint plus grande en taille, et on le vit s'élever de la Terre, aller vers l'Est, et obscurcir le disque solaire de sa grandeur","",-90,,"""""""Obsequens, Julius"""""","""",s1,"""",,114,Prodiges",-90,sighting,https://rr0.org/time/-0/0/9/0/index.html
