description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.org._parent,place.org.events,place.org.id,place.org.kind,place.org.places,place.org.type,place.org._parent._parent._parent._parent,place.org._parent._parent._parent.events,place.org._parent._parent._parent.id,place.org._parent._parent._parent.kind,place.org._parent._parent._parent.places,place.org._parent._parent._parent.type,place.org._parent._parent.events,place.org._parent._parent.id,place.org._parent._parent.kind,place.org._parent._parent.places,place.org._parent._parent.type,place.org._parent.events,place.org._parent.id,place.org._parent.kind,place.org._parent.places,place.org._parent.type
"Document d'origine A , observation de combat d'armées dans le ciel.","",sighting,1670$Hamburg (Allemagne),,,"",,"",Hamburg (Allemagne),"""unbekannt * Verbleib"","""",s1,"""",""* Nuernberg * Germanisches Nationalmuseum * Graphische Sammlung * Inv. Nr. HB 8291, Kapsel 1205 * Meteorologische Himmelserscheinungen bei Hamburg am 11. 4. 1670 * 1670 * Papier * Kupfer-Stich * 9, 9 x 16"",08,unbekannt * Zwei Buchillustrationen zu Himmelserscheinungen (Fragment) * Deutschland",1670,event,https://rr0.org/time/1/6/7/0/index.html
