description,events,eventType,id,place,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type,sources,time,type,url
"Dans le ciel de , observation d'une étoile semblable à une épée immobile. Le phénomène aurait été accompagné de l'apparition d'une étrange lumière dans le temple (Flavius Josèphe, Guerre Juive).","",sighting,65$Jerusalem,,,"",,"",Jérusalem,"",place,"",65,event,https://rr0.org/time/0/0/6/5/index.html
