description,events,eventType,id,place,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type,sources,time,type,url
"En Hongrie, une pluie de sang annonce et précède une épidémie de peste.","",sighting,764$,,""""","""",s1,"""",,",764,event,https://rr0.org/time/0/7/6/4/index.html
