type,events,url,place,time,description,sources,id,place.name,place.org,place.place.id,place.place.events,place.place.locations,place.place.elevation,place.place.dirName,place.org.type,place.org.dirName,place.org.events,place.org.id,place.org.places,place.org.kind,place.org.parent.type,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.places,place.org.parent.kind,place.org.parent.parent,place.org.parent,place.place,place.org.parent.parent.type,place.org.parent.parent.dirName,place.org.parent.parent.events,place.org.parent.parent.id,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.parent.parent,place.org.parent.parent.parent.type,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.events,place.org.parent.parent.parent.id,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent
case,"",https://rr0.org/time/1/9/9/1/09/index.html#1991-09-05T23:30,Margut (Ardennes),,,"","",,,1991-09-05T23:30,"le , 1 témoin observe le passage à 2 reprises et à 15 mn d'intervalle de 3 points lumineux en triangle, pointe vers l'arrière, avec 2 points rouges vers l'avant et 1 point blanc vers l'arrière suivant le sens du déplacement. La vitesse est lente et le déplacement silencieux.",""""",PAN classé C,s1,""SEPRA"",,,""""",1991-09-05T23:30
case,"",https://rr0.org/time/1/9/9/1/09/index.html,,1991-09,Bower et Chorley travaillant sur un nouveau dessin de crop circle Doug Bower et Dave Chorley (ci-contre) déclarent qu'ils ont réalisé 200 crop circles depuis 15 ans.,"",1991-09
case,"",https://rr0.org/time/1/9/9/1/09/index.html#1991-09-15,,1991-09-15,"le Les caméras de la navette spatiale Discovery (vol STS-48) filment, au-dessus de l'Australie occidentale, les mouvements de mystérieux objets brillants. Le plus spectaculaire de ces objets apparaît vers le haut de l'image, près de l'horizon terrestre. L'image agrandie montre l'objet qui se déplace vers la gauche avant que l'écran ne soit illuminé par un éclat de lumière. Puis l'objet change de direction en accélérant. Quelques secondes plus tard, un autre objet passe devant la caméra et se dirige vers l'espace. Le professeur Jack Kasher, de l'Université du Nebraska et collaborateur de la NASA, a étudié ces séquences et en a tiré un rapport de 105 pages. Conclusions : Selon la NASA, il s'agissait de cristaux de glace, ce qui est physiquement impossible car les cristaux de glace ne pourraient changer de direction d'une telle manière. Nos calculs montrent que si les objets se situaient à 16 km de la navette, le plus gros a accéléré de 0 à 4023 km/h en en 1.","",1991-09-15
case,"",https://rr0.org/time/1/9/9/1/09/index.html#1991-09-16,"Zacatelco (Tlaxcala, Méxique)",,,"","",,,1991-09-16,"le Photographie prise par Zita Rodriguez à Dans le cadre des manifestations de la fête nationale mexicaine, un défilé d'avions de chasse est organisé au-dessus de la capitale, Mexico. Un objet mystérieux sort alors des nuages, en arrière plan du défilé aérien, volant la vedette aux pilotes. L'événement se répétera l'année suivante au même moment, puis en 1993, lors d'un défilé d'hélicoptères.","",1991-09-16
case,"",https://rr0.org/time/1/9/9/1/09/index.html#1991-09-19T05:30,Cournon d'Auvergne (Puy-de-Dôme),,,"","",,,1991-09-19T05:30,"le , 1 ouvrier rentrant de son travail aperçoit 1 lumière blanche très brillante dans le ciel pendant près de 1 h. 2 autres témoins appelent également la brigade pour leur signaler le même phénomène.",""""",PAN classé C,s2,""SEPRA"",,,""""",1991-09-19T05:30
