description,events,eventType,id,place,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type,sources,time,type,url
"Pluie de pierres : In quibusdam locis, simul cum ipsa grandine veri lapides, iique ingentis ponderis, decidere visi.","",sighting,823$,,"""""""Ann. Eginhardi, D. B., VI, 184 < Roche, Edouard"""""","""",s1,"""",,Recherches sur les offuscations du soleil et les météores cosmiques",823,event,https://rr0.org/time/0/8/2/3/index.html
