type,events,url,place,time,description,sources,id,place.name,place.org.type,place.org.dirName,place.org.events,place.org.id,place.org.places,place.org.kind,place.org.parent,place.place,place.org,place.place.id,place.place.events,place.place.locations,place.place.elevation,place.place.dirName,place.org.parent.type,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.places,place.org.parent.kind,place.org.parent.parent.type,place.org.parent.parent.dirName,place.org.parent.parent.events,place.org.parent.parent.id,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.parent.parent.type,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.events,place.org.parent.parent.parent.id,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent.parent.parent,place.org.parent.parent
case,"",https://rr0.org/time/2/0/0/1/10/index.html,,2001-10,"L'ancien ministre de la Défense canadienne Art Eggleton répond par écrit à un citoyen : Le gouvernement du Canada ne dispose pas d'informations qui confirment l'existence des ovnis ou l'existence d'intelligence extraterrestre,.",""""",Dépêche AFP < ""A la demande d'un citoyen,s5,"""",""le Canada vérifie s'il y a des Ovnis dans le ciel"""", Yahoo Actualités, 9 avril 2008"",,""""",2001-10
