description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.type
"Fredegarii Scholastici Chronicum, chapitre 20 : La 5ème année du rêgne de Theuderic, les signes qui furent vu l'année précédente apparurent une 2nde fois ; des globes enflammés traversant le ciel et comme une multitude de lances incandescentes apparurent à l'ouest.","",sighting,600$,,""""","""",s1,"""",,Chronique de Fredegar (telle que publiée dans le Recueil des historiens des Gaules et de la France",600,event,https://rr0.org/time/0/6/0/0/index.html
