caseNumber,url,city,depCode,dateTime,physicalEffect,witnessEffect,entities,landing
1096,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=1096,Chateauneuf sur Cher,18,1970-02-20 19:20,false,false,false,false
1652,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=1652,Flogny la Chapelle,89,1970-02-20 19:15,false,false,false,false
1653,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=1653,Villy,89,1970-02-20 19:15,false,false,false,false
1660,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=1660,Fouesnant,29,1970-02-23 17:10,false,false,false,false
1095,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=1095,Paris,75,1970-02-26 21:50,false,false,false,false
