type,events,url,place,time,description,sources,id,place.name,place.org,place.place.id,place.place.events,place.place.locations,place.place.elevation,place.place.dirName,place.org.type,place.org.dirName,place.org.events,place.org.id,place.org.places,place.org.kind,place.org.parent,place.place,place.org.parent.type,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.places,place.org.parent.kind,place.org.parent.parent.type,place.org.parent.parent.dirName,place.org.parent.parent.events,place.org.parent.parent.id,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.parent.parent,place.org.parent.parent.parent.type,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.events,place.org.parent.parent.parent.id,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent.parent
case,"",https://rr0.org/time/1/9/9/0/01/index.html#1990-01-04T12:40,,1990-01-04T12:40,"1er n° de la série BD écrite par Lowell Cunningham, et publiée par Aircel Comics ce mois-ci le Dans la cour d'un collège, une dizaine d'enfants observent une forme ovale (ou cylindrique en fonction des témoignages) noire, décrites avec des pattes et des hublots. L'objet passe silencieusement à 150 m environ au-dessus du collège. Les professeurs alertés n'ont rien remarqué (Le 16 janvier dans une commune voisine un ballon météo lancé de Bordeaux est découvert. La reconstitution de la forme du ballon à partir des débris permet d'identifier l'observation à ce ballon, les pattes étant en fait la partie inférieure du réflecteur radar).",""""",Cas classé A,s1,""SEPRA"",,,""""",1990-01-04T12:40
