description,events,eventType,id,place,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type,sources,time,type,url
"En Italie, observation d'un objet céleste.","",sighting,-94$,,""""","""",s1,"""",,Julius Obsequens",-94,event,https://rr0.org/time/-0/0/9/4/index.html
