description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type
"3 à plusieurs témoins dont des gendarmes voient des lueurs de couleurs différentes à basse altitude. Le temps pluvieux et orageux ne permet pas aux témoins de donner une description précise de ces lumières ni de leur origine. La lumière blanche sera rapidement identifiée comme provenant d'un relais hertzien. Par contre, la lumière rouge qui apparaissait par intermitence et la lumière verte constante n'ont pas été clairement identifiées. Ces lumières se déplaçaient très rapidement et de façon désordonnée. Aucun bruit n'a été entendu durant toute l'observation. De plus le témoin principal dit avoir senti très fortement un vent chaud pour lequel aucune autre information ne sera trouvée. 6 à Guebwiller (Haut-Rhin) 1 témoin aperçoit depuis la fenêtre de sa chambre un objet volant qui se déplace selon une trajectoire nord-ouest sud-est. Durant l'observation qui a duré 1 mn, le témoin a vu un objet de forme elliptique aux contours flous ayant à son niveau supérieur une sorte de coupole. L'objet émettait une lumière jaune orangé. Aucune autre personne dans les environs n'a été témoin de cette apparition.","",sighting,1981-09-22$laChapelleLaReineSeineetMarne,,,"",,"",la Chapelle-La Reine (Seine-et-Marne),"",place,"""GEPAN"","""",s4,"""",,PAN classé C,""GEPAN"","""",s5,"""",,PAN classé C",1981-09-22,event,https://rr0.org/time/1/9/8/1/09/index.html#1981-09-22
"Septembre : ICL, après de nouvelles pertes, se lie au japonais Fujitsu qui lui fournira des mainframes compatibles IBM.","",sighting,1981-09$,,"",1981-09,event,https://rr0.org/time/1/9/8/1/09/index.html
