description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type
"Gravure de l'époque dépeignant la pluie de météores au-dessus de Ensisheim lundi 7 novembre (mercredi 16 novembre selon le calendrier Grégorien) 11 À , 1ʳᵉ chute de météores bien observée, dont on récupère 127 kg de fragments dont 1 de 53 kg est toujours exposé au musée de la ville.","",sighting,1492-11$EnsisheimAlsace,,,"",,"",Ensisheim Alsace,"",place,""""","""",s1,"""",,,"""","""",s2,"""",,""Météorites & Impact""",1492-11,event,https://rr0.org/time/1/4/9/2/index.html#1492-11
