description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type
"Cette année apparût l'étoile nommée comète, en août, et brilla pendant 3 mois chaque matin comme un rayon de soleil.","",sighting,678-08$,,""""","""",s1,"""",,Anglo-Saxon Chronicle",678-08,event,https://rr0.org/time/0/6/7/8/index.html#678-08
