description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.type
"Couverture du n° de Fate ce mois-ci le à en 23, plusieurs astronomes amateurs observent avec leurs jumelles une quinzaine d'objets qui se déplacent dans la direction sud-sud-est sans faire de bruit. De forme légèrement allongée et colorés, ils sont très lumineux. Aucun changement de forme ou de couleur n'est remarqué durant l'observation.","",sighting,1982-02-01T23:20$SaintHerblainLoireAtlantique,,,"",,"","Saint Herblain, Loire Atlantique",place,"""GEPAN"","""",s1,"""",,PAN classé C",1982-02-01T23:20,event,https://rr0.org/time/1/9/8/2/02/index.html#1982-02-01T23:20
"A Groom Lake, 1er vol de Tacit Blue (démonstrateur de technologie furtive).","",sighting,1982-02$,,""""","""",s8,"""",,",1982-02,event,https://rr0.org/time/1/9/8/2/02/index.html
