url,place,dateTime,description,sources,id,place.name,place.org.dirName,place.org.code,place.org.places,place.org.kind,place.org.parent,place.place,place.org,place.place.locations,place.place.elevation,place.place.dirName,place.place.data,place.org.parent.dirName,place.org.parent.code,place.org.parent.places,place.org.parent.kind,place.org.parent.parent.dirName,place.org.parent.parent.code,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.code,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent.parent.parent
https://rr0.org/time/1/6/1/8/index.html#1618-06,Stirie,,"",,,,1618-06,"Août En , pluie de pierres, un météore flamboyant et pluie de sang. A Mansfeld, Thuringe, chute d'un globe de feu avec beaucoup de bruit : on trouve ensuite sur le sol une substance rougeâtre, semblable à du sang coagulé.","93,s1,""""""De Hammer < """"""""M. Chladni's New Catalogue of Aerolites"""""""", Annals of Philosophy, New Series 12"""""",juillet à décembre 1826,,Recherches sur les offuscations du soleil et les météores cosmiques,s2,""""""Spangenberg < Roche, Edouard"""""",""1868, p. 75 < Deliyannis, Yannis : """"On """"viscous meteorites"""", Magonia Exchange, dimanche 14 octobre 2007"",",1618-06
