description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type
À une exhalation merveilleuse de couleur flamboyante est vue au-dessus de la ville comme une canopée. Les"petites gens" l'interprètent comme l'annonce de quelque chose de maléfique (Probablement une aurore boréale).,"",sighting,1602$ChesterAngleterre,,,"",,"",Chester (Angleterre),"",place,"""""""Lowe, 1870 < Silverman, Sam"""""","""",s1,"""",,""Auroral Annotations""",1602,event,https://rr0.org/time/1/6/0/2/index.html
