type,events,url,place,time,description,sources,id,place.name,place.org,place.place.id,place.place.events,place.place.locations,place.place.elevation,place.place.dirName,place.org.type,place.org.dirName,place.org.events,place.org.id,place.org.places,place.org.kind,place.org.parent.type,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.places,place.org.parent.kind,place.org.parent.parent.type,place.org.parent.parent.dirName,place.org.parent.parent.events,place.org.parent.parent.id,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.parent.parent.type,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.events,place.org.parent.parent.parent.id,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent,place.place,place.org.parent.parent,place.org.parent.parent.parent
case,"",https://rr0.org/time/1/5/6/3/index.html,Bergen (Norvège),,,"","",,,1563,"Peu avant Noël , le prêtre Absalon Pederssøn Beyer, avec Christern Ulff et un orfèvre, ainsi que leurs femmes à chacun et leurs servants, observent un ""nuage"" noir rond non naturel passer devant la Lune et la recouvrir. Un jet de fumée et de feu est alors émis du ""nuage"" noir, et tous entendent un sifflement. Le ""nuage"" se déplaçe alors d'arrière en avant, puis disparaît.",""""",UFOER OVER NORGE.,s1,""Armand/Holm-Hansen"",""1971, 73"",,""""",1563
