description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.type
"Dans le nord de l'Écosse, observation sans surprise de joyeux danseurs dans le ciel (Considérés être des aurores boréales).","",sighting,1691$,,"""""""Clerke, 1894 < Silverman, Sam"""""","""",s1,"""",,""Auroral Annotations""",1691,event,https://rr0.org/time/1/6/9/1/index.html
