description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type
", observation d'un cercle lumineux se déplaçant selon une trajectoire descendante. Aucun bruit..","",sighting,2007-10-18$GardanneBouchesduRhoneProvenceAlpesCoteDazur,,,"",,"","Gardanne (Bouches-du-Rhône, Provence Alpes Cote d'azur)","",place,"""GEIPAN"","""",s1,"""",,PAN classé ?",2007-10-18,event,https://rr0.org/time/2/0/0/7/10/index.html#2007-10-18
"Avec la commémoration du lancement de Sputnik, l'exploration spatiale fête son 50ème anniversaire.","",sighting,2007-10$,,"",2007-10,event,https://rr0.org/time/2/0/0/7/10/index.html
