description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.org._parent,place.org.events,place.org.id,place.org.kind,place.org.places,place.org.type,place.org._parent._parent._parent._parent,place.org._parent._parent._parent.events,place.org._parent._parent._parent.id,place.org._parent._parent._parent.kind,place.org._parent._parent._parent.places,place.org._parent._parent._parent.type,place.org._parent._parent.events,place.org._parent._parent.id,place.org._parent._parent.kind,place.org._parent._parent.places,place.org._parent._parent.type,place.org._parent.events,place.org._parent.id,place.org._parent.kind,place.org._parent.places,place.org._parent.type,place.org._parent._parent._parent,place.org._parent._parent
"en A , Cassini observe plusieurs aurores boréales. A Copenhague, Horrebow observe 1 aurores boréales pour la 1ère fois.","",sighting,1687-07$city$75000,,,"",,"48.85666666666667,2.3519444444444444",,"",fr,country,"",org,"",idf,region,",,"""",,""48.852222,2.3175""",org,"",75,department,",,"""",,""48.85666666666667,2.3519444444444444""",org,"",75000,city,",,"""",,""48.85666666666667,2.3519444444444444""",org,"""""""Clerke, 1886 < Silverman, Sam"""""","""",s1,"""",,,""Auroral Annotations"",""""""Clerke, 1886 < Silverman, Sam"""""","""",s2,"""",,,""Auroral Annotations""",1687-07,event,https://rr0.org/time/1/6/8/7/index.html#1687-07
