url,place,time,description,sources,id,place.name,place.org.type,place.org.dirName,place.org.events,place.org.id,place.org.places,place.org.kind,place.org.parent,place.place,place.org,place.place.id,place.place.events,place.place.locations,place.place.elevation,place.place.dirName,place.org.parent.type,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.places,place.org.parent.kind,place.org.parent.parent.type,place.org.parent.parent.dirName,place.org.parent.parent.events,place.org.parent.parent.id,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.parent.parent.type,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.events,place.org.parent.parent.parent.id,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent.parent.parent
https://rr0.org/time/1/8/3/3/index.html#1833-11,,1833-11,"en le mercredi 13 Pluie de météores au-dessus de l'est des USA. Un grand carré lumineux est observé planant plus de 1 h au-dessus des chutes du Niagara (USA). À Rahway (New Jersey, est des USA), on voit une pluie flamboyante tomber au sol. Les témoins trouvent une gelée jaune sombre à l'odeur fétide. Lever du soleil : une femme trayant une vache à West Point (New York), voit quelque chose atterrit avec un splash à quelques pieds à côté d'elle. C'est une masse ronde applatie de la taille d'une tasse à thé, parfaitement transparente. le mercredi 13 10 h La femme revient sur les lieux avec des amis mais trouve que la gelée à disparu. A la place se trouvent des particules de la taille de grains de sable, qui se désintègrent et disparaissent lorsqu'ils essaient de les ramasser En Ohio, on observe un objet volant en forme de crochet survolant par intermittences diverses villes de l'état.",""""",363-411,s1,""""""The American Journal of Science and Arts, 1"""""",janvier 1834,,"""","""",363-411,s2,""""""The American Journal of Science and Arts, 1"""""",janvier 1834,,"""","""",363-411,s3,""""""The American Journal of Science and Arts, 1"""""",janvier 1834.,,""""",1833-11
