description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type
"en le lundi 17 janvier A , choses vues dans le ciel (Probablement une aurore boréale).","",sighting,1572-01$Nuremberg,,,"",,"",Nuremberg,"",place,"""""""Hellman, 1921, p. 18, 70 < Silverman, Sam"""""","""",s1,"""",,""Auroral Annotations""",1572-01,event,https://rr0.org/time/1/5/7/2/index.html#1572-01
"en le lundi 6 novembre W. Schuler voit une ""nouvelle étoile"" dans le ciel près de la constellation de Cassiopée, aussi brillante que Jupiter (Il s'agit en fait une supernova). le samedi 11 novembre Tycho Brahe voit la même supernova que Schuler le lundi 6 novembre.","",sighting,1572-11$,,"",1572-11,event,https://rr0.org/time/1/5/7/2/index.html#1572-11
