description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.org._parent,place.org.events,place.org.id,place.org.kind,place.org.places,place.org.type,place.org._parent._parent._parent._parent,place.org._parent._parent._parent.events,place.org._parent._parent._parent.id,place.org._parent._parent._parent.kind,place.org._parent._parent._parent.places,place.org._parent._parent._parent.type,place.org._parent._parent.events,place.org._parent._parent.id,place.org._parent._parent.kind,place.org._parent._parent.places,place.org._parent._parent.type,place.org._parent.events,place.org._parent.id,place.org._parent.kind,place.org._parent.places,place.org._parent.type,place.org._parent._parent._parent,place.org._parent._parent
"en en 11 En Europe (probablement l'), observation de ce qui semble être une aurore boréale. en 23 A Bruxelles (Belgique), observation de ce qui semble être une aurore boréale. en 25 À Ghent (Belgique), observation de ce qui semble être une aurore boréale.","",sighting,1573-04$country$de,,,"",,"",,"",de,country,"",org,"""""""Pamphlet sur l'événement du 27 août 1581 < Hellman, 1921, p. 82 < Silverman, Sam"""""","""",s1,"""",,,""Auroral Annotations"",""""""Pamphlet sur l'événement du 27 août 1581 < Hellman, 1921, p. 82 < Silverman, Sam"""""","""",s2,"""",,,""Auroral Annotations"",""""""Pamphlet sur l'événement du 27 août 1581 < Hellman, 1921, p. 82 < Silverman, Sam"""""","""",s3,"""",,,""Auroral Annotations""",1573-04,event,https://rr0.org/time/1/5/7/3/index.html#1573-04
"en en 18 À , observation de nombreux hommes dans le ciel (Probablement une aurore boréale).","",sighting,"1573-11$Wenden, Livland (14 miles de Riga)",,,"",,"","Wenden, Livland (14 miles de Riga)","""""""Hellman, 1921, p. 18, 72 < Silverman, Sam"""""","""",s4,"""",,,""Auroral Annotations""",1573-11,event,https://rr0.org/time/1/5/7/3/index.html#1573-11
