description,events,id,place,sources,time,type,url,place.name,place.org,place.place.dirName,place.place.elevation,place.place.events,place.place.id,place.place.locations,place.org.dirName,place.org.events,place.org.id,place.org.kind,place.org.parent,place.org.places,place.org.type,place.place,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.kind,place.org.parent.parent.dirName,place.org.parent.parent.events,place.org.parent.parent.id,place.org.parent.parent.kind,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.events,place.org.parent.parent.parent.id,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent.parent.parent.places,place.org.parent.parent.parent.type,place.org.parent.parent.places,place.org.parent.parent.type,place.org.parent.places,place.org.parent.type,place.org.parent.parent,place.org.parent.parent.parent
"en , un peu avant Noël, début de la nuit : Dans la province de York, de nombreux témoins voient environ 5 lunes dans le ciel : la 1ʳᵉ au nord, la 2ᵉ au sud, la 3ᵉ à l'ouest, la 4ème à l'est, et la 5ᵉ au milieu de la 1ʳᵉ heure, et avec elles de nombreuses étoiles. Cette dernière, avec ses étoiles, fait le circuit des 4 lunes mentionnées précédemment 5 ou 6 fois. Au bout de en 1 environ, le phénomène disparaît.","",1200-12,,"""""""De Hoveden, Roger"""""","""",s1,"""",""H.G. Bohn, 1853 < Guenther, Daniel: """"1200 A.D.: five moons in the heavens"""", Magonia Exchange"",20,The Annals of Roger de Hoveden: Comprising the History of England and of Other Countries of Europe from A.D. 732 to A.D. 1201",1200-12,case,https://rr0.org/time/1/2/0/0/index.html#1200-12
