type,events,url,place,time,description,sources,id,place.name,place.org,place.place.id,place.place.events,place.place.locations,place.place.elevation,place.place.dirName,place.org.type,place.org.dirName,place.org.events,place.org.id,place.org.places,place.org.kind,place.org.parent.type,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.places,place.org.parent.kind,place.org.parent.parent.type,place.org.parent.parent.dirName,place.org.parent.parent.events,place.org.parent.parent.id,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.parent.parent.type,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.events,place.org.parent.parent.parent.id,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent,place.place,place.org.parent.parent,place.org.parent.parent.parent
case,"",https://rr0.org/time/1/9/7/7/06/index.html#1977-06-04,La Tronche (Isère),,,"","",,,1977-06-04,"le , un témoin et son fils observent un petit point sombre immobile se détachant dans le ciel clair. Des éclairs de plusieurs couleurs sont remarqués, mais aucun bruit.",""""",,s1,""GEPAN"",,,""""",1977-06-04
case,"",https://rr0.org/time/1/9/7/7/06/index.html#1977-06-13,Saint Claude (Jura),,,"","",,,1977-06-13,"le , des automobilistes constatent que la route s'éclaire comme en plein jour pendant 4 à 5 s et voient une boule suivie d'une trainée qui se déplace d'ouest en est, émettant comme des crépitements et disparaissant rapidement, cachée par le paysage. D'autres témoins des environs entendront une déflagration ou verront un éclair. La gendarmerie ne relevera aucune trace de chute sur le secteur. Ces personnes ont probablement été témoins d'une rentrée atmosphérique. Centeno le 21",""""",,s2,""GEPAN"",,,""""",1977-06-13
case,"",https://rr0.org/time/1/9/7/7/06/index.html#1977-06-16,,1977-06-16,le Mort de Werhner von Braun.,"",1977-06-16
case,"",https://rr0.org/time/1/9/7/7/06/index.html#1977-06-18,Californie (USA),org,org/us/ca,"",ca,","""",""47.466667,0.833333"",,",region,org,org/us,"",us,"",country,,,"","47.466667,0.833333",,,1977-06-18,"le le samedi 18 01:55 En , de nombreux témoins indépendants voient le ciel s'éclairer avant de voir passer un grand météore. Sous hypnose, Betty Andreasson déclare se souvenir de l'enlèvement qu'elle a vécu le le mercredi 25 janvier 1967.",""""",The UFO Handbook,s3,""""""Hendry, Allan"""""",""1979, p. 43"",,""""",1977-06-18$org_us_ca
case,"",https://rr0.org/time/1/9/7/7/06/index.html#1977-06-20,,1977-06-20,le L'association des Anciens Cadres et Auditeurs de l'IHEDN termine son "Rapport sur les Phénomènes Aériens Non Identifiés".,"",1977-06-20
case,"",https://rr0.org/time/1/9/7/7/06/index.html#1977-06-21,Centeno (Argentine),,,"","",,,1977-06-21,"le Près de , un objet est photographié (ci-contre) par une source anonyme. Un objet similaire a été observé 2 ans plus tôt à Ontario (Canada).","",1977-06-21
case,"",https://rr0.org/time/1/9/7/7/06/index.html#1977-06-22,,1977-06-22,le Récupération de 5 corps suite à un crash dans le nord-ouest de l'Arizona.,"",1977-06-22
case,"",https://rr0.org/time/1/9/7/7/06/index.html#1977-06-25T01:05,Saint-Pol-sur-Ternoise (Pas-de-Calais (Hauts-de-France (France))),org,org/fr/hdf/62/62767,"",62767,","""",""50.37972222222222,2.3355555555555556"",,",city,org,org/fr/hdf/62,"",62,","""",""50.38333333333333,3.3166666666666664"",,",department,org,org/fr/hdf,"",hdf,","""",""49.92055555555555,2.7030555555555558"",,",region,org,org/fr,"",fr,"",country,,,"","50.37972222222222,2.3355555555555556",,,1977-06-25T01:05,"le , des témoins voient pendant 1 heure 2 faisceaux lumineux évoluer dans le ciel, éclairant l'espace en tournant sur eux-mêmes. La lumière apparait toutes les 15 secondes à le lundi 20 juin 1977. Prévenus en juin 1977 à 02:05 et arrivés sur les lieux en juin 1977 à 02:30, les gendarmes ne constatent aucun phénomène.",""""",,s4,""SEPRA"",,,""""",1977-06-25T01:05$org_fr_hdf_62_62767
case,"",https://rr0.org/time/1/9/7/7/06/index.html#1977-06-25,,1977-06-25,"le à le samedi 26 juin 1976 En France, 1er congrès national d'ufologie d'amateurs.",""""",""Compte-rendu du 1er Congrès National d'Ufologie d'Amateurs des 25 et 26 Juin 1977"",s5,"""",GRIPHOM,1977-07-01,""""",1977-06-25
