description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.type
"Au-dessus de Lanupium (à 25 km de Rome), observation identique à celle de Julius Obsequens de l'année -216, selon un texte allemand du 16ᵉ siècle.","",sighting,-170$,,"",-170,event,https://rr0.org/time/-0/1/7/0/index.html
