description,events,eventType,id,place,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type,sources,time,type,url
"En , observation d'un objet celeste.","",sighting,-46$Italie,,,"",,"",Italie,"",place,""""","""",s1,"""",,[Julius Obsequens",-46,event,https://rr0.org/time/-0/0/4/6/index.html
