description,events,eventType,id,place,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type,sources,time,type,url
création de l'AARO.,"",sighting,2022-07-15$,,"",2022-07-15,event,https://rr0.org/time/2/0/2/2/07/index.html#2022-07-15
