description,events,id,place,sources,time,type,url,place.name,place.org,place.place.dirName,place.place.elevation,place.place.events,place.place.id,place.place.locations
"en A , observation d'un phénomène dont la partie supérieure à la forme d'un ""W"", et dont la partie inférieure est affublée d'une chaîne de lumière d'apparemment 1,5 yards de longueur.","",1693-09,Bowden Parva,,,,"",,"","""""""Morton, John (révérend)"""""","""",s1,"""",""1712, p.348 < Lorenzen, Coral & Jim: UFOs: The Whole Story, 1969, p. 8-9 < Gershtein, Mikhail: Magonia Exchange"",2006,Natural History of Northamptonshire",1693-09,sighting,https://rr0.org/time/1/6/9/3/index.html#1693-09
"À , observation d'une ""machine"" ronde et très lumineuse avec une sphère en son centre traversant le ciel.","",1693,Hambourg (Allemagne),,,,"",,"","""""""Colosimo, Pier Domenico < Winkler (Fufor) < Aubeck, C."""""","""",s2,"""",""1693: Round machine in the sky?"""", Magonia Exchange"",07,""Germany",1693,sighting,https://rr0.org/time/1/6/9/3/index.html
