description,events,eventType,id,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type,sources,time,type,url,place
(En Allemagne ?) observation d'un arc-en-ciel nocturne (Probalement une aurore boréale).,"",sighting,1603$,,"""""""Günther, 1897 < Silverman, Sam"""""","""",s1,"""",,""Auroral Annotations""",1603,event,https://rr0.org/time/1/6/0/3/index.html
