description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.type
Le passage de la comète de Halley est interprét comme un prèsage de la défaite d'Attila-le-Hun cette même année à et de sa mort 2 ans plus tard.,"",sighting,451$Chalon,,,"",,"",Chalon,place,"",451,event,https://rr0.org/time/0/4/5/1/index.html
