caseNumber,url,place,depCode,dateTime,physicalEffect,witnessEffect,entities,landing
45,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=45,Poullaouen,29,1977-04,false,false,false,false
2715,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=2715,Vernouillet,78,1977-04-15,false,false,false,false
