description,events,id,place,sources,time,type,url,place.name,place.org,place.place.dirName,place.place.elevation,place.place.events,place.place.id,place.place.locations,place.org.dirName,place.org.events,place.org.id,place.org.kind,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.kind,place.org.parent.parent.dirName,place.org.parent.parent.events,place.org.parent.parent.id,place.org.parent.parent.kind,place.org.parent.parent.parent,place.org.parent.parent.places,place.org.parent.parent.type,place.org.parent.places,place.org.parent.type,place.org.places,place.org.type,place.org.parent,place.place,place.org.parent.parent
"le , observation d'un phénomène très grand de forme ovale illuminé comme la Lune.","",1998-10-11,Edinburgh (Ecosse),,,,"",,"","""""""Mather, Adrian"""",""""Jacobs, Bill"""""","""",s1,"""",Scotsman.com News,2007-08-02,""Lothian X-Files revealed""",1998-10-11,sighting,https://rr0.org/time/1/9/9/8/10/index.html#1998-10-11
le Lancement de Deep Space 1 en direction de l'astéroïde 1992 KD.,"",1998-10-24,,"",1998-10-24,sighting,https://rr0.org/time/1/9/9/8/10/index.html#1998-10-24
"le La navette spatiale décolle avec, à son bord, le vétéran John Glenn (77 ans).","",1998-10-29,,"",1998-10-29,sighting,https://rr0.org/time/1/9/9/8/10/index.html#1998-10-29
