url,place,time,description,sources,id,place.name,place.org.dirName,place.org.code,place.org.places,place.org.kind,place.org.parent,place.place,place.org,place.place.locations,place.place.elevation,place.place.dirName,place.place.events
https://rr0.org/time/-0/4/8/0/index.html,,-480,Un objet en forme de corne apparaît dans le ciel pendant la bataille de Salamine qui oppose les grecs aux perses.,"Pline l'Ancien,s1,"""",""Histoire naturelle, livre II"",",-480
