description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.type
"en le mardi 18 juin À , un phénomène circulaire tournant effraie pendant 15 mn les gens au coucher du soleil.","",sighting,1782-06$LondresAngleterre,,,"",,"",Londres (Angleterre),place,"""""""Piens, C."""""","""",s1,"""",,p.81 Wilkins p. 204 < Aubeck",1782-06,event,https://rr0.org/time/1/7/8/2/index.html#1782-06
