description,events,eventType,id,place,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type,sources,time,type,url
"mardi 5 mai et mercredi 6 mai À , pluie.","",sighting,1711-05$OrsionSuede,,,"",,"",Orsion (Suède),"",place,"""""""Act. Lit. Sueciae, 1731 < Annals of Philosophy, New Series 12"""""","""",s1,"""",,93",1711-05,event,https://rr0.org/time/1/7/1/1/index.html#1711-05
