description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type
le Photographie (ci-contre) à Paso Foundo (Brésil). Récupération de 4 corps par les Etats-Unis suite à un crash dans le désert australien.,"",sighting,1976-05-12$,,""""","""",s1,"""",,Source à retrouver",1976-05-12,event,https://rr0.org/time/1/9/7/6/05/index.html#1976-05-12
