description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.type
(ou 466) Un gigantesque globe de feu parcours à plusieurs reprises durant 75 jours avant la chute d'un"bolide" au cours de la 78ᵉ Olympiade.,"",sighting,-467$,,""""","""",s1,"""",,Daimachos",-467,event,https://rr0.org/time/-0/4/6/7/index.html
