description,events,eventType,id,place,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type,sources,time,type,url
,"",sighting,2024-02$,,"",2024-02,event,https://rr0.org/time/2/0/2/4/index.html#2024-02
,"",sighting,2024-04$,,"",2024-04,event,https://rr0.org/time/2/0/2/4/index.html#2024-04
,"",sighting,2024-06$,,"",2024-06,event,https://rr0.org/time/2/0/2/4/index.html#2024-06
