description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type
Document d'origine Mystérieux phénomènes et événements dans le ciel.,"",sighting,1627$,,"",1627,event,https://rr0.org/time/1/6/2/7/index.html
