depCode,caseNumber,url,city,dateTime,postTime,classification
76,1979-03-00614,https://geipan.fr/fr/cas/1979-03-00614?field_agregation_index_value=&field_date_d_observation_value%5Bmax%5D=1979%2F03%2F31&field_date_d_observation_value%5Bmin%5D=1979%2F03%2F01&field_departement_target_id=&field_document_existe_ou_pas_value=All&field_latitude_value%5Bmax%5D=&field_latitude_value%5Bmin%5D=&field_longitude_value%5Bmax%5D=&field_longitude_value%5Bmin%5D=&field_phenomene_target_id=&field_type_de_cas_target_id=All&select-category-export=nothing,MORGNY-LA-POMMERAYE,1979-03-31,2008-06-09,B
50,1979-03-00612,https://geipan.fr/fr/cas/1979-03-00612?field_agregation_index_value=&field_date_d_observation_value%5Bmax%5D=1979%2F03%2F31&field_date_d_observation_value%5Bmin%5D=1979%2F03%2F01&field_departement_target_id=&field_document_existe_ou_pas_value=All&field_latitude_value%5Bmax%5D=&field_latitude_value%5Bmin%5D=&field_longitude_value%5Bmax%5D=&field_longitude_value%5Bmin%5D=&field_phenomene_target_id=&field_type_de_cas_target_id=All&select-category-export=nothing,CHEF-DU-PONT,1979-03-22,2008-07-01,C
17,1979-03-01722,https://geipan.fr/fr/cas/1979-03-01722?field_agregation_index_value=&field_date_d_observation_value%5Bmax%5D=1979%2F03%2F31&field_date_d_observation_value%5Bmin%5D=1979%2F03%2F01&field_departement_target_id=&field_document_existe_ou_pas_value=All&field_latitude_value%5Bmax%5D=&field_latitude_value%5Bmin%5D=&field_longitude_value%5Bmax%5D=&field_longitude_value%5Bmin%5D=&field_phenomene_target_id=&field_type_de_cas_target_id=All&select-category-export=nothing,MONTGUYON,NaN-NaN-1979,2008-07-01,C
31,1979-03-00611,https://geipan.fr/fr/cas/1979-03-00611?field_agregation_index_value=&field_date_d_observation_value%5Bmax%5D=1979%2F03%2F31&field_date_d_observation_value%5Bmin%5D=1979%2F03%2F01&field_departement_target_id=&field_document_existe_ou_pas_value=All&field_latitude_value%5Bmax%5D=&field_latitude_value%5Bmin%5D=&field_longitude_value%5Bmax%5D=&field_longitude_value%5Bmin%5D=&field_phenomene_target_id=&field_type_de_cas_target_id=All&select-category-export=nothing,GARDOUCH,1979-03-21,2016-12-12,A
6,1979-03-00610,https://geipan.fr/fr/cas/1979-03-00610?field_agregation_index_value=&field_date_d_observation_value%5Bmax%5D=1979%2F03%2F31&field_date_d_observation_value%5Bmin%5D=1979%2F03%2F01&field_departement_target_id=&field_document_existe_ou_pas_value=All&field_latitude_value%5Bmax%5D=&field_latitude_value%5Bmin%5D=&field_longitude_value%5Bmax%5D=&field_longitude_value%5Bmin%5D=&field_phenomene_target_id=&field_type_de_cas_target_id=All&select-category-export=nothing,NICE,NaN-NaN-1979,2008-06-03,B
29,1979-03-00609,https://geipan.fr/fr/cas/1979-03-00609?field_agregation_index_value=&field_date_d_observation_value%5Bmax%5D=1979%2F03%2F31&field_date_d_observation_value%5Bmin%5D=1979%2F03%2F01&field_departement_target_id=&field_document_existe_ou_pas_value=All&field_latitude_value%5Bmax%5D=&field_latitude_value%5Bmin%5D=&field_longitude_value%5Bmax%5D=&field_longitude_value%5Bmin%5D=&field_phenomene_target_id=&field_type_de_cas_target_id=All&select-category-export=nothing,LANDIVISIAU,NaN-NaN-1979,2011-09-29,D
