caseNumber,url,place,depCode,dateTime,physicalEffect,witnessEffect,entities,landing
3132,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=3132,Hyères,83,1978-04-02 20:30,false,false,false,false
2207,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=2207,Lay sur le Doubs,71,1978-04-28,true,false,false,true
